filename,style,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,centroid_mean,centroid_std,rolloff_mean,rolloff_std,bandwidth_mean,bandwidth_std,harmonic_chroma1_mean,harmonic_chroma2_mean,harmonic_chroma3_mean,harmonic_chroma4_mean,harmonic_chroma5_mean,harmonic_chroma6_mean,harmonic_chroma7_mean,harmonic_chroma8_mean,harmonic_chroma9_mean,harmonic_chroma10_mean,harmonic_chroma11_mean,harmonic_chroma12_mean,harmonic_chroma1_std,harmonic_chroma2_std,harmonic_chroma3_std,harmonic_chroma4_std,harmonic_chroma5_std,harmonic_chroma6_std,harmonic_chroma7_std,harmonic_chroma8_std,harmonic_chroma9_std,harmonic_chroma10_std,harmonic_chroma11_std,harmonic_chroma12_std,harmonic_tonnetz1_mean,harmonic_tonnetz2_mean,harmonic_tonnetz3_mean,harmonic_tonnetz4_mean,harmonic_tonnetz5_mean,harmonic_tonnetz6_mean,harmonic_tonnetz1_std,harmonic_tonnetz2_std,harmonic_tonnetz3_std,harmonic_tonnetz4_std,harmonic_tonnetz5_std,harmonic_tonnetz6_std,percussive_zcr_mean,percussive_zcr_std,percussive_flatness_mean,percussive_flatness_std,percussive_rms_mean,percussive_rms_std
westAfrica_afrobeat_ebo_taylor_atwer_abroba.wav,afrobeat,-60.860184,103.47145,-0.9336713,21.942963,4.333032,11.40223,0.5275588,7.1027837,-1.9585769,2.6947494,-0.2685514,3.4298036,-3.276895,64.51871,30.352076,19.801157,13.62718,11.771231,8.468457,8.263995,8.165129,9.907001,9.42138,8.199456,8.17336,7.7645764,2018.1586308913759,683.7185030990034,4273.965851602406,1545.9302470104624,2308.630609937298,403.78379116842393,0.64461476,0.3817262,0.25181276,0.42201576,0.3041256,0.28497124,0.22871177,0.33161283,0.30001077,0.16919027,0.26121473,0.3324012,0.3657569,0.23326263,0.22849053,0.35907477,0.2533694,0.32735738,0.25204372,0.320954,0.28192738,0.18862145,0.28601003,0.23058611,-0.08424023500647751,0.14243745423380808,0.05351086236574957,0.08154551529307989,-0.00040434101716461116,0.048658114813076005,0.09904379348859965,0.1027737667855257,0.13471678083979394,0.13894828313028385,0.055128125683215116,0.059850837235411986,0.12258376171784305,0.07600414061957823,0.03633326,0.0459611,0.08253419,0.045576785
westAfrica_afrobeat_kokoroko_abusey_junction.wav,afrobeat,-241.49515,175.63995,11.208009,31.759567,31.94494,13.10779,-0.96921164,0.69067127,-2.3023381,-2.3604739,0.7792342,-0.76688814,-6.0963054,93.19212,37.139767,42.728657,14.64508,17.34762,14.097475,9.867511,9.007207,8.555917,8.310587,7.7268696,7.5408015,7.503114,740.9726417056212,402.84624910620767,1373.2791543698847,1008.7735149575187,1066.258309103343,508.5755244671562,0.17881343,0.31339848,0.28098705,0.4175226,0.31246254,0.32613033,0.43448377,0.3566911,0.40913126,0.29436544,0.3501672,0.23393942,0.17249243,0.3189624,0.24541712,0.38120228,0.25572178,0.26820818,0.371955,0.25457194,0.35410655,0.2332252,0.3214755,0.2654747,-0.22665028712710766,-0.20689629772141227,0.09888385274273198,-0.09632109732012012,-0.013008675657274772,0.06055964283252122,0.24247860540841126,0.23870805224387986,0.27529062808938054,0.361513095356352,0.10569739833318945,0.13575568097367227,0.05409117787903413,0.0356896005157235,0.008931925,0.036012385,0.039545417,0.036615424
westAfrica_afrobeat_the_souljazz_orchestra_dog_eat_dog.wav,afrobeat,-74.67441,101.37775,-10.267781,23.768387,3.4769273,11.60856,-3.7913976,3.064312,0.6954949,3.7682893,-1.8919114,6.3813634,-2.5272608,73.15617,32.424187,29.557295,17.129883,13.648069,12.268595,12.137457,11.977198,10.587177,10.086736,9.187314,8.521112,8.100573,2132.571731307902,821.4696572686712,4447.925085276331,1870.1033200229174,2288.623998557651,553.5761189203843,0.35707757,0.26545718,0.44152012,0.44097883,0.3122173,0.46281564,0.380924,0.40403062,0.3158698,0.24701042,0.29363757,0.21089427,0.34104857,0.19178611,0.32500917,0.33674893,0.23615758,0.3446316,0.27882013,0.33797452,0.296827,0.23018597,0.29418203,0.17032029,-0.044525075312179224,0.11137314439343556,0.02585588123161492,-0.02906420023184057,-0.010176609255901489,0.01961887224396224,0.11235125934912733,0.11148477711127189,0.14016068422432287,0.13218159121195597,0.04905352463502954,0.05994297525235643,0.1283498905306768,0.08867268401800246,0.038909905,0.05678796,0.08602836,0.054820117
westAfrica_afrobeat_e.t._mensah_abele.wav,afrobeat,-151.91426,116.7626,0.78893244,23.8381,-0.8846592,5.1817884,-12.345944,7.742039,-4.7988405,8.175464,-1.0602663,2.6089966,-1.2551965,95.688774,35.03963,31.859566,15.228884,12.672638,10.231401,10.897482,8.403376,10.597578,8.326551,10.117081,7.197478,7.765386,1702.5679110345286,603.2392371636922,3577.1755755131503,1665.7924144909778,2032.2323895282739,567.8576767854124,0.2134395,0.21963327,0.41635332,0.22320418,0.23797894,0.22103573,0.35943085,0.49708167,0.382065,0.31555384,0.22493137,0.26455536,0.28365472,0.22708932,0.4086373,0.23557521,0.28992277,0.24052292,0.30063134,0.36370635,0.34246367,0.3054486,0.23584098,0.27402243,0.0566331480000676,-0.006403463229044139,0.027500304813638948,-0.04298109696035661,-0.011951073553107209,-0.03558427594581556,0.10597391863390974,0.08306382907369267,0.1253837089679559,0.17893923150920293,0.0523133015007837,0.0506463715512853,0.11387960242892584,0.0573490105012743,0.037473056,0.13682278,0.0461731,0.033688188
westAfrica_afrobeat_oghene_kologbo_sniper.wav,afrobeat,-68.01066,77.09549,5.452437,51.291683,8.812058,18.850687,8.633972,7.286901,3.930828,5.7302413,-2.6109173,7.309314,-8.982517,64.75273,26.768465,18.344662,11.086267,8.759772,8.147941,7.106938,6.709708,6.943647,7.3145347,7.2452707,7.2294827,7.0632873,2270.904789121175,712.3359885004975,4965.99435409925,1371.5021970398113,2490.0947494572238,396.3746668016433,0.39125907,0.40475628,0.44586483,0.3563239,0.40053496,0.3301811,0.328172,0.32736295,0.38380057,0.46601614,0.43866083,0.46322948,0.31035677,0.2801982,0.34450132,0.2591301,0.33873412,0.2937296,0.27619916,0.28956556,0.3063649,0.33745542,0.31469497,0.34598887,0.13682525583359897,-0.060217278989106615,0.03368627983916244,0.024961194241994538,-0.016568212866802604,-0.018581278623582977,0.07618450304939772,0.10335910328228717,0.1588084657652801,0.12726210630217472,0.05537170419418517,0.05069265644682159,0.15268346088126886,0.07835093056474518,0.04772359,0.0482993,0.068445176,0.029217064
westAfrica_afrobeat_the_funkees_akula_owu_onyeara.wav,afrobeat,-133.66223,105.57215,-6.916853,38.06493,-0.5933501,13.734531,-8.01125,7.6305976,-5.828401,-1.1107914,-2.6831782,1.2154474,-6.904494,81.884544,33.53923,27.654549,15.942158,15.477939,12.195324,12.370042,9.394466,9.241446,11.248577,9.93177,9.385712,9.112214,1915.3306361312368,720.8223844531254,3963.82423190083,1521.382408926838,2071.8684814721946,432.61198017925796,0.4312297,0.3099837,0.2673806,0.27610418,0.22753632,0.31993622,0.2686333,0.3963824,0.26490712,0.22263436,0.3145627,0.4047484,0.37180215,0.30851638,0.2539904,0.29146236,0.23780958,0.3623481,0.22728567,0.3695803,0.24875306,0.25004712,0.28697333,0.35392976,-0.001228631791434952,0.059814651644990544,0.03793074393201396,0.03912279091479993,-0.014708941725083824,0.009790879545744924,0.08014321199932468,0.09296309598879633,0.17131291540063673,0.11456787623421671,0.06122741607719748,0.04491851955702676,0.1341776355170362,0.0756776536658121,0.024730332,0.035775512,0.061042625,0.03599314
westAfrica_afrobeat_africa_70_roforofo_fight.wav,afrobeat,-47.059166,65.76474,17.169264,30.750257,9.052693,13.763425,-5.967681,8.786459,1.377228,6.142579,-4.235897,7.387233,-0.0796288,73.63317,36.536407,31.180351,14.553528,12.069031,10.69176,8.178099,7.903451,9.252557,8.639361,8.445069,7.910607,7.830651,2914.362114004193,1172.0463121738514,6146.434600241975,1872.2840109023382,2746.7554104131605,514.2682624684736,0.42527166,0.3284526,0.39938596,0.43587518,0.37163964,0.44538346,0.34575635,0.40147167,0.40549085,0.37320858,0.38295615,0.34658632,0.3270953,0.27688745,0.3013358,0.32808593,0.2761557,0.34874925,0.28427157,0.32561165,0.32464847,0.29663348,0.3080542,0.28611898,-0.036011609038654434,0.030921059741079178,-0.001439768246466155,0.02837079681891966,-0.004689316596489636,-0.0013026638067968439,0.07275743890958189,0.07302894093184492,0.07890763175963267,0.08096990421607667,0.03521132842608398,0.03283479914353565,0.18743118488071744,0.13704021807229486,0.06607854,0.10796971,0.12930717,0.064802945
westAfrica_afrobeat_the_souljazz_orchestra_mista_president.wav,afrobeat,-78.649216,103.84523,-6.8446293,21.841715,10.379254,9.879221,-3.245958,4.5025578,-2.3599558,1.1070076,-3.3401716,3.141987,-1.7954054,106.913246,24.951498,25.959051,15.094518,13.526676,11.814546,11.703799,10.3808155,9.89431,9.7875805,8.358259,7.9872394,7.8391967,1968.2305555155,577.7080894279345,4205.152843821649,1417.8482667088456,2282.8314718192955,472.20677067098393,0.39036784,0.26335922,0.29960763,0.35264084,0.32555935,0.30400908,0.25534335,0.46685863,0.48414695,0.3800587,0.31577474,0.2883777,0.35993168,0.23186456,0.28393295,0.2985492,0.24646358,0.3232222,0.21021798,0.3363406,0.3506781,0.29301658,0.27701196,0.27401042,-0.008104772141941968,0.12909988869785988,0.049558140617760905,0.0806556436419071,-0.018467134123590148,0.015702016599815224,0.09594851546595388,0.11558644696887568,0.15206532104493917,0.13020338441424617,0.0524740339976287,0.062124545192481416,0.11884869924686557,0.07131849844937235,0.02877061,0.044081185,0.102978654,0.066255726
westAfrica_afrobeat_fela_kuti_water_no_get_enemy.wav,afrobeat,-90.797264,93.25892,-4.1293674,23.556524,16.381817,6.5845175,-1.0261241,0.3406625,-5.405472,2.092315,-9.404218,0.9322633,-4.321499,89.70864,37.554558,23.561253,14.450069,13.90111,8.321088,9.7332115,8.978569,7.512387,7.494253,7.9069576,7.6135454,6.9699087,2248.1318312517024,840.2430418875974,4713.570418046748,2025.445433570567,2442.1866944995572,536.0300456753798,0.35331163,0.30796856,0.29580534,0.3772432,0.27287897,0.40357673,0.28410843,0.23507,0.28861263,0.2582161,0.54046714,0.29898745,0.32330105,0.2729285,0.2723243,0.36030024,0.24234407,0.32569495,0.26370493,0.22258355,0.30787957,0.20827769,0.38746053,0.20059942,-0.18123596766625236,0.038243489786251895,0.03085561899314948,-0.05334874863494408,0.0050651982482220964,0.02122312877224501,0.149678901982814,0.10535421940503599,0.17992670229357643,0.16005610805707499,0.053165694133570654,0.0825914075120175,0.154620204028326,0.10168481971939035,0.056233186,0.07713629,0.07558989,0.05587385
westAfrica_afrobeat_bola_johnson_lagos_sisi.wav,afrobeat,-152.0121,87.934425,5.9800487,26.463688,16.597765,5.3817472,-1.4834625,10.957958,2.2807336,4.4922566,-0.69073147,2.0040445,-0.3143023,66.89156,24.317886,27.114433,14.05407,11.849459,9.360918,9.549015,7.9239683,9.047312,8.506852,7.670969,7.1308312,7.3603754,2289.9285180504507,725.0331211194228,5106.337642913244,1712.382178692722,2618.9571098975216,442.4465568184376,0.56763345,0.3173275,0.23782313,0.25082526,0.20184891,0.21493779,0.197925,0.33907008,0.26808718,0.35248923,0.5676721,0.5077336,0.38317722,0.25432062,0.22959135,0.28403413,0.22354153,0.27147403,0.20984781,0.31918356,0.22347488,0.27923042,0.3631991,0.29046625,-0.032206443679407885,0.07984945478605615,0.052861236513972315,0.04336327987050308,0.018230253636306558,0.017691486422096947,0.07642435438218018,0.07216584634465667,0.10022643929143939,0.16584738133977733,0.05581318404718523,0.0445282465972889,0.14769419467944625,0.08314520719541713,0.052785616,0.06847569,0.03388696,0.01990089
