filename,style,track_id,centroid_mean,centroid_std,rolloff_mean,rolloff_std,zcr_mean,zcr_std,flatness_mean,flatness_std,bandwidth_mean,bandwidth_std,rms_mean,rms_std,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,chroma1_std,chroma2_std,chroma3_std,chroma4_std,chroma5_std,chroma6_std,chroma7_std,chroma8_std,chroma9_std,chroma10_std,chroma11_std,chroma12_std,tonnetz1_mean,tonnetz2_mean,tonnetz3_mean,tonnetz4_mean,tonnetz5_mean,tonnetz6_mean,tonnetz1_std,tonnetz2_std,tonnetz3_std,tonnetz4_std,tonnetz5_std,tonnetz6_std
west_africa_afrobeat_africa_70_roforofo_fight.wav,afrobeat,west_africa_afrobeat_africa_70_roforofo_fight,3108.235704232705,1583.6847416022563,6441.015218728836,2297.5648204347576,0.15554157646816952,0.13156023647968101,0.08018275,0.17236683,2801.1837588441203,653.8085155432309,0.20465972,0.09831805,-100.11588287353516,54.01020812988281,37.601043701171875,34.437538146972656,10.57864761352539,18.919157028198242,-7.680085182189941,6.399305820465088,1.7838810682296753,3.152099132537842,-7.990479469299316,8.239564895629883,2.501575231552124,85.81950378417969,47.068599700927734,21.056859970092773,17.676204681396484,15.904388427734375,9.684985160827637,9.151423454284668,9.926074028015137,11.27478313446045,9.696450233459473,8.540639877319336,8.75717544555664,8.077827453613281,0.5287436842918396,0.5601454973220825,0.5891245603561401,0.5559651255607605,0.47646522521972656,0.45757031440734863,0.4614061713218689,0.44926026463508606,0.4488709568977356,0.4710922837257385,0.4704225957393646,0.47905081510543823,0.3340434432029724,0.3182776868343353,0.32541146874427795,0.31010618805885315,0.2919231057167053,0.30689743161201477,0.3167921006679535,0.3045934736728668,0.30995649099349976,0.31864219903945923,0.30482208728790283,0.31277209520339966,0.0028425626148048293,-0.005539033942560546,-0.0004703769088733755,0.01664691945404922,0.005959752475215469,-0.00031683993330360586,0.05789166343841704,0.0459893640887442,0.06888053886854965,0.06376176443254976,0.025922911701116286,0.02437243786425315
west_africa_afrobeat_the_souljazz_orchestra_mista_president.wav,afrobeat,west_africa_afrobeat_the_souljazz_orchestra_mista_president,1927.9160395286272,587.8224117154928,3958.46773035386,1454.7605622965646,0.0875470896623452,0.044653400967685,0.013543338,0.040158454,2094.3956354355264,587.5379990157137,0.15149564,0.10750477,-152.50877380371094,102.76663970947266,-15.930834770202637,16.9668025970459,8.036211013793945,6.326858043670654,-5.79710054397583,-0.7662172317504883,-4.286999225616455,-3.1315758228302,-7.542511463165283,0.5845950245857239,-1.358595848083496,153.7837371826172,27.67109489440918,32.65591049194336,18.989532470703125,13.526854515075684,14.459343910217285,13.875980377197266,11.593012809753418,13.153944969177246,12.540873527526855,8.537120819091797,9.7162446975708,7.964587688446045,0.3860009014606476,0.30776846408843994,0.32944339513778687,0.4321834146976471,0.3872656524181366,0.3618047535419464,0.27857324481010437,0.4203528165817261,0.506879985332489,0.5028302669525146,0.4391995966434479,0.3498031497001648,0.3224107027053833,0.24291133880615234,0.2725849747657776,0.3139250576496124,0.2550368010997772,0.31218215823173523,0.22886116802692413,0.3242536187171936,0.35215723514556885,0.3316988945007324,0.32349929213523865,0.2767833471298218,-0.04134717279370756,0.09958038350882101,0.035454118998264124,0.06773817240752146,-0.02238705921709325,0.008197247517850594,0.11251019235013163,0.12311699316544876,0.17971258130897338,0.12778858415650954,0.05519981394664095,0.062236215017914
west_africa_afrobeat_fela_kuti_water_no_get_enemy.wav,afrobeat,west_africa_afrobeat_fela_kuti_water_no_get_enemy,2554.3862360436183,855.6081750370732,5389.792408662684,1935.1322660144856,0.1125815187814435,0.05397927233455667,0.033118468,0.090928294,2573.7120889528173,527.498137512192,0.17206869,0.08379286,-82.59274291992188,76.63224029541016,-5.415787220001221,27.00214385986328,14.709474563598633,7.798226356506348,-4.375192165374756,-2.345097780227661,-5.2491135597229,1.4455407857894897,-11.855809211730957,0.2947300672531128,-3.647599220275879,98.36810302734375,33.56572723388672,26.068593978881836,17.57583999633789,12.507099151611328,8.859299659729004,10.612346649169922,7.281396389007568,6.915615558624268,6.648375034332275,6.863616466522217,6.75206995010376,5.6923370361328125,0.33574387431144714,0.34206873178482056,0.35514888167381287,0.3751724660396576,0.2953985035419464,0.4768528938293457,0.3544647991657257,0.29366540908813477,0.33956941962242126,0.34028056263923645,0.7048132419586182,0.33704060316085815,0.26777002215385437,0.25967225432395935,0.2535131275653839,0.33452922105789185,0.2326737940311432,0.31334659457206726,0.28939172625541687,0.23247620463371277,0.30378732085227966,0.21810005605220795,0.3457689583301544,0.1780807226896286,-0.23565114034752985,0.05506755479864944,0.040218051619562406,-0.14796398134596486,0.024359623952658872,0.01204694943470475,0.1543246606198211,0.1308944819486934,0.1809766827074115,0.16669808927099625,0.05341438344207075,0.09357044840079799
west_africa_afrobeat_bola_johnson_lagos_sisi.wav,afrobeat,west_africa_afrobeat_bola_johnson_lagos_sisi,2147.268333836828,752.4371672306055,4640.03027570506,1730.3247972478368,0.07722288905282508,0.05075102315450134,0.018722096,0.062282372,2485.317132290994,458.181434115639,0.09446149,0.031477887,-157.03662109375,91.3512191772461,0.41131582856178284,27.64018440246582,17.917646408081055,7.269659519195557,0.6207978129386902,12.2009916305542,1.9241878986358643,5.861318588256836,-0.43304669857025146,1.9638433456420898,0.7151463031768799,74.95188903808594,26.109739303588867,26.034883499145508,15.104345321655273,13.129337310791016,9.211705207824707,11.349437713623047,8.50495719909668,9.97339153289795,9.360925674438477,7.631607532501221,7.095118999481201,7.170717239379883,0.5208990573883057,0.37208619713783264,0.32516324520111084,0.32908716797828674,0.27705997228622437,0.2997555136680603,0.285063236951828,0.4334867000579834,0.3522600531578064,0.4091944694519043,0.5601192116737366,0.46574893593788147,0.35376983880996704,0.2749518156051636,0.2638012766838074,0.288129061460495,0.24453438818454742,0.29523828625679016,0.24153953790664673,0.34956273436546326,0.2507423758506775,0.289757639169693,0.34699344635009766,0.28267762064933777,-0.031911431023548056,0.08639072660117444,0.07620487388132582,0.006093030084348162,0.014964844031334194,0.012484560413906054,0.07638134179259574,0.07588128351597535,0.11985556682058054,0.15766124263306888,0.06284634156961758,0.04417898614677873
west_africa_afrobeat_kiong_sunny_adé_merciful_gold.wav,afrobeat,west_africa_afrobeat_kiong_sunny_adé_merciful_gold,2232.1970686724367,766.1180427871736,5012.678022355118,1744.6933231330697,0.08598814217298761,0.05697332147440413,0.023524035,0.047793176,2601.9777754175393,421.8702117084455,0.2049779,0.07745084,-67.38469696044922,98.49239349365234,10.020450592041016,15.439407348632812,3.2956302165985107,9.650824546813965,4.427261829376221,-4.522791862487793,-10.517789840698242,-6.498795986175537,-1.798274278640747,2.9729135036468506,-4.261046886444092,70.89674377441406,26.168010711669922,14.946565628051758,13.49461555480957,12.433694839477539,12.585232734680176,8.173216819763184,8.826190948486328,9.450998306274414,7.718998908996582,8.244601249694824,7.473572254180908,7.302618980407715,0.3757827579975128,0.2963371276855469,0.47105875611305237,0.44355159997940063,0.4264894723892212,0.27991119027137756,0.2957749366760254,0.4298248291015625,0.2999861538410187,0.36745232343673706,0.2727501690387726,0.4298984706401825,0.31211766600608826,0.23869486153125763,0.327964723110199,0.2960866093635559,0.3286040723323822,0.238239124417305,0.23720420897006989,0.3310193419456482,0.2222132533788681,0.32557761669158936,0.21471112966537476,0.3302909731864929,0.11475412000402144,0.01906598030191078,0.057385651274344904,0.018379955450880142,0.008340745655119981,-0.012602805089073585,0.09292010664594096,0.08075229156194495,0.1278556437026564,0.1267072626835813,0.043234406143271724,0.05626365166995158
west_africa_afrobeat_ginger_baker_ariwo.wav,afrobeat,west_africa_afrobeat_ginger_baker_ariwo,1295.1177816684624,460.29555630224667,2513.2181362470974,1094.8704666843144,0.05929896115518576,0.02996829958872074,0.004368487,0.044452317,1653.0410137239408,426.87830689838756,0.1199471,0.037411097,-171.51231384277344,144.15724182128906,-13.451814651489258,23.15616798400879,8.51809024810791,14.291145324707031,9.994927406311035,4.860401630401611,-3.314176082611084,5.176419734954834,0.07818641513586044,-0.1352509707212448,0.9683917164802551,76.15208435058594,26.69015121459961,34.41844177246094,11.664128303527832,17.709383010864258,9.903861999511719,13.720710754394531,7.567785739898682,10.123035430908203,10.290987014770508,7.464951992034912,7.192740440368652,7.164005756378174,0.4926554262638092,0.40865516662597656,0.42270463705062866,0.47627902030944824,0.4434761106967926,0.48901835083961487,0.2438770979642868,0.18235623836517334,0.23944592475891113,0.16746465861797333,0.1337861865758896,0.26090922951698303,0.35605940222740173,0.32583364844322205,0.28403860330581665,0.3576110005378723,0.30157190561294556,0.376690536737442,0.23580358922481537,0.20214001834392548,0.22248055040836334,0.1572202742099762,0.17071807384490967,0.24910426139831543,-0.15787665516152954,0.17779147790287197,-0.026352581472731562,0.18289118390040177,-0.03797884479400829,0.07829985411846888,0.12911199226807574,0.1040533515023962,0.18540475915258361,0.11953288756170931,0.05171682112527285,0.07592967564604397
west_africa_afrobeat_fela_kuti_zombie.wav,afrobeat,west_africa_afrobeat_fela_kuti_zombie,3034.5467991122505,903.9706808293452,6700.226151315789,1264.5985098865929,0.12781555364744582,0.06859667415043906,0.0329215,0.033656146,2953.76065809264,309.93868884155086,0.2308236,0.074919134,-44.884708404541016,65.79930877685547,29.711034774780273,26.204395294189453,4.8158416748046875,17.78927993774414,-7.42479944229126,7.287289142608643,-7.922662734985352,-4.545126914978027,-6.189709186553955,6.315881252288818,-3.3918910026550293,55.106956481933594,28.674997329711914,20.401264190673828,19.5313663482666,14.288565635681152,11.462772369384766,13.233467102050781,9.106833457946777,9.440473556518555,8.101874351501465,9.099345207214355,8.59748363494873,7.42997932434082,0.3980579674243927,0.38059914112091064,0.4476622939109802,0.42331716418266296,0.3805094063282013,0.3177165389060974,0.25999969244003296,0.31672754883766174,0.3460896611213684,0.47563666105270386,0.4361654818058014,0.3583325743675232,0.3224005103111267,0.3067064583301544,0.32974138855934143,0.3322717845439911,0.3052324652671814,0.2867225408554077,0.25261297821998596,0.30839720368385315,0.270769864320755,0.3332483768463135,0.309954434633255,0.27110862731933594,0.02539896363798921,0.04001575725367091,-0.011364982407014041,-0.03108800008198129,0.014431612855517969,0.0026258077657073217,0.08054906207056699,0.06747440840438058,0.10751698266896345,0.09810767496421365,0.04030268733153031,0.041588084277275235
west_africa_afrobeat_oghene_kologbo_opposite_people.wav,afrobeat,west_africa_afrobeat_oghene_kologbo_opposite_people,2771.243997262114,1232.968739513643,5978.763847232972,2218.05259561153,0.1355991422576432,0.0978731870731967,0.047327988,0.071823955,2759.1981731783712,545.0786426745896,0.15480858,0.078507386,-118.36469268798828,70.8138198852539,21.52083969116211,27.737918853759766,9.632913589477539,15.967097282409668,-2.1345765590667725,4.878870010375977,3.3248167037963867,5.109935283660889,-3.004267454147339,5.688735485076904,-0.4877621531486511,81.04541778564453,41.106056213378906,24.167781829833984,16.702526092529297,12.714313507080078,11.485352516174316,10.658090591430664,8.603578567504883,7.288266658782959,6.845842361450195,8.6102294921875,6.453212738037109,5.7188401222229,0.5786138772964478,0.4540800154209137,0.44011592864990234,0.45089077949523926,0.37371841073036194,0.48839911818504333,0.3960050642490387,0.4347347915172577,0.5679394602775574,0.5293725728988647,0.5097559094429016,0.444196492433548,0.3339584469795227,0.29820528626441956,0.3209729790687561,0.32198193669319153,0.2606145143508911,0.3418444097042084,0.27915769815444946,0.3006676733493805,0.3334167003631592,0.30960991978645325,0.33272263407707214,0.2773517668247223,-0.040923989908153525,0.05797387697511844,-0.03735395128573458,0.0072845035735747115,-0.01805569448171186,-0.009523408954722323,0.08614481857836052,0.10195394417539054,0.0727165549408583,0.11166296306289346,0.04200790200395138,0.03962570796046633
west_africa_afrobeat_fela_kuti_colonial_mentality.wav,afrobeat,west_africa_afrobeat_fela_kuti_colonial_mentality,2318.652374643441,1440.6749576901705,4884.1704660893965,2891.0479099908957,0.08512552456220976,0.07537767008843185,0.023966316,0.066168085,2457.6964358638133,848.0243616057655,0.16321854,0.074601635,-153.3378143310547,86.0577392578125,22.00404930114746,34.392982482910156,16.528179168701172,19.382953643798828,5.144466876983643,7.6697916984558105,1.34253990650177,3.4344141483306885,-4.5374321937561035,1.7381656169891357,-1.905102014541626,124.94624328613281,50.208003997802734,44.52196502685547,19.76752471923828,15.15758228302002,10.065298080444336,10.220792770385742,8.325274467468262,8.086030960083008,7.031528472900391,7.804253578186035,6.522831439971924,6.983652591705322,0.5431837439537048,0.43307462334632874,0.3653770685195923,0.4237983524799347,0.42217808961868286,0.47871503233909607,0.44525453448295593,0.5224894285202026,0.5565717220306396,0.5393684506416321,0.4572082757949829,0.4028049111366272,0.35812824964523315,0.330575555562973,0.273378849029541,0.27419313788414,0.25304457545280457,0.34462323784828186,0.2641899883747101,0.2591647207736969,0.30417919158935547,0.34491151571273804,0.2742019593715668,0.25267764925956726,-0.07051872782577201,0.06490329485262683,-0.09201309526783934,0.13523384266289312,-0.03152199657456586,-0.0005397164544769076,0.05799156139159847,0.09381083182240432,0.0771428830359242,0.11457046355526715,0.0482439064304283,0.039956829960117485
west_africa_afrobeat_e.t._mensah_all_for_you.wav,afrobeat,west_africa_afrobeat_e.t._mensah_all_for_you,1382.4803090857943,343.14812886329196,2671.421346280597,762.5267402707107,0.0638013904677825,0.027988578799142596,0.006583354,0.06799655,1599.8957681597933,292.677737729163,0.17506412,0.07608218,-133.20211791992188,142.1925506591797,-26.330812454223633,38.16507339477539,-4.926004409790039,8.135197639465332,-4.470645904541016,8.752084732055664,-7.562901496887207,-0.9161357879638672,-4.881235122680664,-2.3490869998931885,-4.7259840965271,59.15110778808594,23.21389389038086,25.7044677734375,17.220569610595703,13.465875625610352,11.12548542022705,9.262752532958984,9.20106315612793,7.914275169372559,8.004075050354004,6.8055620193481445,8.57876205444336,8.385902404785156,0.26206859946250916,0.28285104036331177,0.4558788537979126,0.3318440020084381,0.2259129136800766,0.156087726354599,0.2842866778373718,0.47110825777053833,0.39560773968696594,0.29253530502319336,0.21998518705368042,0.3213534653186798,0.2720186114311218,0.27899035811424255,0.37200483679771423,0.2965279221534729,0.26946619153022766,0.17483516037464142,0.24521438777446747,0.3730733096599579,0.3101598024368286,0.28531360626220703,0.2374151349067688,0.3199021816253662,0.026555296881032833,0.04468783494530326,0.1702147231706859,0.0014906254980493246,-0.023857235356936228,-0.034185543411985125,0.09735487534695239,0.09170601238932881,0.150341027462064,0.14308832162761917,0.05340682238847182,0.052756791840618725
